date,total_books,total_themes,total_entities,total_passages,total_videos_linked,total_views,total_subscribers,github_stars,api_queries,top3_accuracy,ethiopian_accuracy
2026-03-09,81,12,45,0,0,2080864,4651,0,0,0.00,0.00
